"Year" "Age" "Male"
"161" "1923" "20" 83496.8939158483
"162" "1923" "21" 80764.0304624476
"163" "1923" "22" 73502.0679412886
"164" "1923" "23" 63688.793102419
"165" "1923" "24" 75786.7667149384
"166" "1923" "25" 70680.6678489957
"167" "1923" "26" 66940.5551070718
"168" "1923" "27" 72673.6731595036
"169" "1923" "28" 63517.3633946322
"170" "1923" "29" 62620.9750964131
"171" "1923" "30" 74611.2755287788
"172" "1923" "31" 64615.9882752646
"173" "1923" "32" 61678.1651496621
"174" "1923" "33" 65230.2772081936
"175" "1923" "34" 64772.9117462963
"176" "1923" "35" 64590.3587815884
"177" "1923" "36" 67641.7766025259
"178" "1923" "37" 67860.961513745
"179" "1923" "38" 70898.0910289315
"180" "1923" "39" 60891.4887003725
"181" "1923" "40" 60980.1734563572
"182" "1923" "41" 57555.1487253447
"183" "1923" "42" 55297.5088302645
"184" "1923" "43" 58917.6237021799
"185" "1923" "44" 54904.5716110293
"186" "1923" "45" 53251.4738290459
"187" "1923" "46" 52020.2393198522
"188" "1923" "47" 53171.1999281109
"189" "1923" "48" 44533.6087301969
"190" "1923" "49" 45102.3829951597
"191" "1923" "50" 45842.2152707101
"192" "1923" "51" 45399.4251972397
"193" "1923" "52" 44312.2209375333
"194" "1923" "53" 42664.4688729139
"195" "1923" "54" 34139.0046686381
"196" "1923" "55" 34310.6107064086
"197" "1923" "56" 34573.4561188039
"198" "1923" "57" 31292.1370356896
"199" "1923" "58" 31344.4171376959
"200" "1923" "59" 27793.1874737849
"201" "1923" "60" 26355.8800921442
"202" "1923" "61" 26699.6396155863
"203" "1923" "62" 27319.9354663059
"204" "1923" "63" 26552.2020710195
"205" "1923" "64" 24467.1230006597
"206" "1923" "65" 20979.0879154348
"207" "1923" "66" 22232.2629790057
"208" "1923" "67" 17956.5466653493
"209" "1923" "68" 16611.035449707
"210" "1923" "69" 17457.9587952615
"211" "1923" "70" 14709.2241770279
"212" "1923" "71" 15185.6161612282
"213" "1923" "72" 12459.8402256937
"214" "1923" "73" 11600.437834685
"215" "1923" "74" 11291.3843888725
"216" "1923" "75" 9174.50457368153
"217" "1923" "76" 8075.53920506611
"218" "1923" "77" 7862.56292785655
"219" "1923" "78" 6090.08614535067
"220" "1923" "79" 6299.6288193966
"221" "1923" "80" 5484.81233375971
"222" "1923" "81" 4218.04904811551
"223" "1923" "82" 3723.9867604349
"224" "1923" "83" 3172.27996369886
"225" "1923" "84" 2592.02143472878
"226" "1923" "85" 2345.65547346376
"227" "1923" "86" 1820.9675322311
"228" "1923" "87" 1294.977765257
"229" "1923" "88" 1067.7890111788
"230" "1923" "89" 788.81449396152
"231" "1923" "90" 631.396327256084
"232" "1923" "91" 492.375438728503
"233" "1923" "92" 403.814057308696
"234" "1923" "93" 295.68006123383
"235" "1923" "94" 196.849860435884
"236" "1923" "95" 141.678717816666
"237" "1923" "96" 96.2934545761971
"238" "1923" "97" 75.1176857964872
"239" "1923" "98" 56.753417901136
"240" "1923" "99" 34.1535234997328
"241" "1924" "20" 82623.5108381816
"242" "1924" "21" 77168.4596990603
"243" "1924" "22" 77943.7998138534
"244" "1924" "23" 77776.4366283989
"245" "1924" "24" 68467.774646143
"246" "1924" "25" 70168.6743019443
"247" "1924" "26" 74260.6991218156
"248" "1924" "27" 70295.9697365684
"249" "1924" "28" 67943.9487574256
"250" "1924" "29" 70886.8045861205
"251" "1924" "30" 61319.5039316584
"252" "1924" "31" 70815.383496791
"253" "1924" "32" 69525.4727171755
"254" "1924" "33" 74061.7753731167
"255" "1924" "34" 66205.1442370431
"256" "1924" "35" 62518.8271626272
"257" "1924" "36" 71702.0064293401
"258" "1924" "37" 69369.3066304974
"259" "1924" "38" 68108.9497001563
"260" "1924" "39" 72391.1734285618
"261" "1924" "40" 62038.5245188732
"262" "1924" "41" 60023.8526185452
"263" "1924" "42" 58438.2401080541
"264" "1924" "43" 60479.3129953325
"265" "1924" "44" 57481.8579374156
"266" "1924" "45" 55614.75925807
"267" "1924" "46" 50450.0916075961
"268" "1924" "47" 46916.8073669775
"269" "1924" "48" 52865.3160918446
"270" "1924" "49" 52570.4478315319
"271" "1924" "50" 42330.2923642417
"272" "1924" "51" 43897.7257944485
"273" "1924" "52" 41832.8878092573
"274" "1924" "53" 43951.8609910587
"275" "1924" "54" 38300.4329925986
"276" "1924" "55" 35125.1477401927
"277" "1924" "56" 30737.2619168188
"278" "1924" "57" 31622.0262110707
"279" "1924" "58" 30272.3343791681
"280" "1924" "59" 30470.6803445602
"281" "1924" "60" 30820.9958826249
"282" "1924" "61" 27881.5964511837
"283" "1924" "62" 25965.2720190912
"284" "1924" "63" 25253.0702243102
"285" "1924" "64" 22685.5736887574
"286" "1924" "65" 24866.6264104116
"287" "1924" "66" 21342.2550843873
"288" "1924" "67" 20369.5425052535
"289" "1924" "68" 16677.0573226296
"290" "1924" "69" 16700.6201311626
"291" "1924" "70" 14436.4131424311
"292" "1924" "71" 15409.9510538341
"293" "1924" "72" 12953.6472732753
"294" "1924" "73" 12817.5387430455
"295" "1924" "74" 10453.8787176094
"296" "1924" "75" 9879.92319621578
"297" "1924" "76" 9656.26576840309
"298" "1924" "77" 7050.26767609345
"299" "1924" "78" 7033.75041321552
"300" "1924" "79" 5790.50216498989
"301" "1924" "80" 5503.62896757286
"302" "1924" "81" 4207.64433239953
"303" "1924" "82" 4281.46894035831
"304" "1924" "83" 3278.98890054438
"305" "1924" "84" 2771.9129783667
"306" "1924" "85" 2168.579814334
"307" "1924" "86" 1658.57821018296
"308" "1924" "87" 1339.06705183058
"309" "1924" "88" 1133.39315302095
"310" "1924" "89" 847.674093310204
"311" "1924" "90" 673.798999702539
"312" "1924" "91" 567.280789736602
"313" "1924" "92" 366.991160165519
"314" "1924" "93" 259.61996474098
"315" "1924" "94" 212.934173960751
"316" "1924" "95" 150.04057504034
"317" "1924" "96" 104.498857859524
"318" "1924" "97" 72.1249482396692
"319" "1924" "98" 53.0913384808609
"320" "1924" "99" 35.4590957700927
"321" "1925" "20" 82813.8528931854
"322" "1925" "21" 79697.5897696986
"323" "1925" "22" 69663.434541914
"324" "1925" "23" 79043.910415569
"325" "1925" "24" 73591.4104313794
"326" "1925" "25" 66167.4994322332
"327" "1925" "26" 66116.088963356
"328" "1925" "27" 68234.4594300309
"329" "1925" "28" 63167.2931342735
"330" "1925" "29" 65576.2819548425
"331" "1925" "30" 66944.3498691259
"332" "1925" "31" 64061.6373568328
"333" "1925" "32" 66197.0226541206
"334" "1925" "33" 61962.6408892452
"335" "1925" "34" 64899.0694103221
"336" "1925" "35" 62023.6332565788
"337" "1925" "36" 65317.3959238159
"338" "1925" "37" 65069.6435909413
"339" "1925" "38" 69713.6897976179
"340" "1925" "39" 60433.4413422222
"341" "1925" "40" 68819.1334875112
"342" "1925" "41" 58630.9706436791
"343" "1925" "42" 60608.5102592872
"344" "1925" "43" 61865.1497028764
"345" "1925" "44" 63790.7331095538
"346" "1925" "45" 54874.0774409022
"347" "1925" "46" 51642.4539252447
"348" "1925" "47" 57823.2476110294
"349" "1925" "48" 51308.7381259386
"350" "1925" "49" 50179.3908014928
"351" "1925" "50" 51692.2938135951
"352" "1925" "51" 44814.4796166559
"353" "1925" "52" 41300.0953729062
"354" "1925" "53" 40342.4909127247
"355" "1925" "54" 40459.6851422096
"356" "1925" "55" 40063.7051788924
"357" "1925" "56" 34772.8639688744
"358" "1925" "57" 35019.0024421589
"359" "1925" "58" 30795.4122953707
"360" "1925" "59" 29949.0332354433
"361" "1925" "60" 29803.3723631689
"362" "1925" "61" 26372.9520820437
"363" "1925" "62" 28794.813789032
"364" "1925" "63" 25380.9331801277
"365" "1925" "64" 26056.1226296253
"366" "1925" "65" 22352.0399072626
"367" "1925" "66" 20054.8030814907
"368" "1925" "67" 20124.085321636
"369" "1925" "68" 19812.3897336739
"370" "1925" "69" 16755.2975935081
"371" "1925" "70" 15189.8857777845
"372" "1925" "71" 15944.6916643659
"373" "1925" "72" 13572.1155577048
"374" "1925" "73" 11669.6551865005
"375" "1925" "74" 10345.8754983762
"376" "1925" "75" 9281.93275152175
"377" "1925" "76" 9986.34974963588
"378" "1925" "77" 8014.88465085289
"379" "1925" "78" 7257.57848627208
"380" "1925" "79" 6087.63660026358
"381" "1925" "80" 5847.37153166401
"382" "1925" "81" 4810.01211394265
"383" "1925" "82" 4097.90312265396
"384" "1925" "83" 3782.37533106006
"385" "1925" "84" 2988.51557923079
"386" "1925" "85" 2387.25597277593
"387" "1925" "86" 2028.88644595044
"388" "1925" "87" 1351.42505722891
"389" "1925" "88" 1174.69414422969
"390" "1925" "89" 848.728138196375
"391" "1925" "90" 638.935069426544
"392" "1925" "91" 520.933772816193
"393" "1925" "92" 373.349912464472
"394" "1925" "93" 264.364206187749
"395" "1925" "94" 197.122452587587
"396" "1925" "95" 161.375228906213
"397" "1925" "96" 104.115393556779
"398" "1925" "97" 75.8212724034581
"399" "1925" "98" 49.8546106866701
"400" "1925" "99" 36.873922673841
"401" "1926" "20" 80377.8362988014
"402" "1926" "21" 85738.8598682746
"403" "1926" "22" 76126.4820403339
"404" "1926" "23" 76330.2641127068
"405" "1926" "24" 75700.2867485357
"406" "1926" "25" 67891.7928343102
"407" "1926" "26" 66228.982821939
"408" "1926" "27" 69658.6093826475
"409" "1926" "28" 70434.3846114248
"410" "1926" "29" 74482.6514123777
"411" "1926" "30" 72286.811457916
"412" "1926" "31" 63238.0827016221
"413" "1926" "32" 69658.905446538
"414" "1926" "33" 65739.4997784562
"415" "1926" "34" 64296.7718554225
"416" "1926" "35" 67995.611657764
"417" "1926" "36" 64211.8579648054
"418" "1926" "37" 75315.5365641276
"419" "1926" "38" 68308.7718255841
"420" "1926" "39" 63688.226340005
"421" "1926" "40" 69536.5857005695
"422" "1926" "41" 60864.3370577506
"423" "1926" "42" 62575.31964754
"424" "1926" "43" 57037.3989984273
"425" "1926" "44" 59258.4010363317
"426" "1926" "45" 57362.7211752832
"427" "1926" "46" 56892.434326108
"428" "1926" "47" 56134.8633403432
"429" "1926" "48" 53434.3121435656
"430" "1926" "49" 51077.4754312378
"431" "1926" "50" 50277.8503338316
"432" "1926" "51" 46734.0068738057
"433" "1926" "52" 41771.3392150212
"434" "1926" "53" 42232.7635871776
"435" "1926" "54" 37837.3929066758
"436" "1926" "55" 35234.1941017613
"437" "1926" "56" 33742.4214233133
"438" "1926" "57" 30478.1578776268
"439" "1926" "58" 34171.3836249604
"440" "1926" "59" 30078.0820843915
"441" "1926" "60" 28352.7000600753
"442" "1926" "61" 28005.5343005623
"443" "1926" "62" 29238.166404554
"444" "1926" "63" 28280.0923827971
"445" "1926" "64" 25334.436291153
"446" "1926" "65" 25082.8285626914
"447" "1926" "66" 23831.1127570664
"448" "1926" "67" 19861.7919678993
"449" "1926" "68" 18251.269362467
"450" "1926" "69" 19821.2847366638
"451" "1926" "70" 17368.5052132351
"452" "1926" "71" 15777.9158577784
"453" "1926" "72" 13751.5308804231
"454" "1926" "73" 13205.4875449732
"455" "1926" "74" 11693.9871014665
"456" "1926" "75" 11394.9446975497
"457" "1926" "76" 10215.9046220513
"458" "1926" "77" 8683.92030733947
"459" "1926" "78" 7417.85291662746
"460" "1926" "79" 6843.23465027161
"461" "1926" "80" 6113.27609656938
"462" "1926" "81" 4699.63771010084
"463" "1926" "82" 4152.40999493636
"464" "1926" "83" 3511.35704760981
"465" "1926" "84" 3030.43211872482
"466" "1926" "85" 2332.75955720277
"467" "1926" "86" 2026.6521470317
"468" "1926" "87" 1367.1005095992
"469" "1926" "88" 1213.30944528941
"470" "1926" "89" 1036.14362611479
"471" "1926" "90" 654.575079692875
"472" "1926" "91" 466.666091208129
"473" "1926" "92" 398.920805650787
"474" "1926" "93" 323.966735808942
"475" "1926" "94" 195.824047433503
"476" "1926" "95" 151.66238407347
"477" "1926" "96" 119.746882435679
"478" "1926" "97" 78.0777395281885
"479" "1926" "98" 55.0056566240937
"480" "1926" "99" 35.715492619466
"481" "1927" "20" 87081.0062791731
"482" "1927" "21" 77105.4907771506
"483" "1927" "22" 73262.9783026327
"484" "1927" "23" 79072.9371362207
"485" "1927" "24" 83041.3263966069
"486" "1927" "25" 69238.4747274459
"487" "1927" "26" 72357.5920152072
"488" "1927" "27" 66237.0849031549
"489" "1927" "28" 71174.3170176428
"490" "1927" "29" 64878.798196062
"491" "1927" "30" 72944.0724872083
"492" "1927" "31" 61851.6708586538
"493" "1927" "32" 67553.089458461
"494" "1927" "33" 64641.8765103539
"495" "1927" "34" 74073.7078619229
"496" "1927" "35" 68345.467024175
"497" "1927" "36" 66537.5441953692
"498" "1927" "37" 73347.2543097566
"499" "1927" "38" 69537.7909695269
"500" "1927" "39" 66400.6353092826
"501" "1927" "40" 62655.8303111545
"502" "1927" "41" 70285.3825271496
"503" "1927" "42" 66506.4119899742
"504" "1927" "43" 68395.8015612335
"505" "1927" "44" 62044.9954931754
"506" "1927" "45" 66840.2308467762
"507" "1927" "46" 53710.8108194594
"508" "1927" "47" 54730.1548375292
"509" "1927" "48" 56473.9901794123
"510" "1927" "49" 51232.7003878841
"511" "1927" "50" 46282.167986589
"512" "1927" "51" 48810.1416284449
"513" "1927" "52" 42949.8987752643
"514" "1927" "53" 40487.1985438921
"515" "1927" "54" 42165.2517563224
"516" "1927" "55" 36344.8170666359
"517" "1927" "56" 40121.1670448672
"518" "1927" "57" 35826.6924864005
"519" "1927" "58" 30903.6930640355
"520" "1927" "59" 33375.6964656219
"521" "1927" "60" 32531.0424463111
"522" "1927" "61" 28532.1710666068
"523" "1927" "62" 29725.3619507948
"524" "1927" "63" 28395.4184154497
"525" "1927" "64" 24410.7984238826
"526" "1927" "65" 26023.5981481567
"527" "1927" "66" 20876.2635445952
"528" "1927" "67" 21592.8194868321
"529" "1927" "68" 18343.7218117556
"530" "1927" "69" 18288.4975022188
"531" "1927" "70" 18256.0516711303
"532" "1927" "71" 15796.0825792501
"533" "1927" "72" 13661.8783588184
"534" "1927" "73" 14646.9458991287
"535" "1927" "74" 11005.3581771444
"536" "1927" "75" 10701.4449625736
"537" "1927" "76" 9958.50374964842
"538" "1927" "77" 8670.58939562806
"539" "1927" "78" 8147.32263432327
"540" "1927" "79" 6503.02774399246
"541" "1927" "80" 6129.50185204514
"542" "1927" "81" 4562.69289196947
"543" "1927" "82" 4720.7252294332
"544" "1927" "83" 3439.49034794658
"545" "1927" "84" 2847.10954160329
"546" "1927" "85" 2238.48282996488
"547" "1927" "86" 1895.16405039954
"548" "1927" "87" 1536.34912035442
"549" "1927" "88" 1240.87644419366
"550" "1927" "89" 1018.96630410296
"551" "1927" "90" 782.4457382004
"552" "1927" "91" 568.330011842449
"553" "1927" "92" 348.492433595534
"554" "1927" "93" 288.386028055991
"555" "1927" "94" 213.516133035406
"556" "1927" "95" 162.333296460535
"557" "1927" "96" 102.425371416651
"558" "1927" "97" 71.2506086965278
"559" "1927" "98" 54.6286883292371
"560" "1927" "99" 36.6666263053417
"561" "1928" "20" 96514.2503458278
"562" "1928" "21" 77544.8078187798
"563" "1928" "22" 76609.7123772729
"564" "1928" "23" 82459.6563071381
"565" "1928" "24" 76189.3790801384
"566" "1928" "25" 70170.7841572897
"567" "1928" "26" 80208.4180339459
"568" "1928" "27" 72725.0396932507
"569" "1928" "28" 73360.9087560622
"570" "1928" "29" 76913.9135331605
"571" "1928" "30" 71405.3586157033
"572" "1928" "31" 64714.9999376298
"573" "1928" "32" 65521.0791708665
"574" "1928" "33" 72026.6997465938
"575" "1928" "34" 71255.4589895563
"576" "1928" "35" 71025.5747717801
"577" "1928" "36" 66228.5417837017
"578" "1928" "37" 77020.4905900467
"579" "1928" "38" 66774.3714598475
"580" "1928" "39" 72242.7953069379
"581" "1928" "40" 71752.1342541365
"582" "1928" "41" 71865.471239754
"583" "1928" "42" 61297.4921093176
"584" "1928" "43" 62303.4562611996
"585" "1928" "44" 65852.9566840993
"586" "1928" "45" 57628.5895824327
"587" "1928" "46" 66710.7902296852
"588" "1928" "47" 59477.10957024
"589" "1928" "48" 57604.9770575039
"590" "1928" "49" 52758.1189912844
"591" "1928" "50" 55521.9019829521
"592" "1928" "51" 47706.4116372931
"593" "1928" "52" 45602.7559251842
"594" "1928" "53" 50494.6281931227
"595" "1928" "54" 43553.5196951074
"596" "1928" "55" 42735.4084249595
"597" "1928" "56" 41250.9636820551
"598" "1928" "57" 37068.1110715058
"599" "1928" "58" 32301.9074349763
"600" "1928" "59" 33686.1843601864
"601" "1928" "60" 34015.0300218309
"602" "1928" "61" 32937.7266163811
"603" "1928" "62" 29122.6327708186
"604" "1928" "63" 27488.9338000264
"605" "1928" "64" 26668.124416238
"606" "1928" "65" 24952.5309693746
"607" "1928" "66" 22765.8574410858
"608" "1928" "67" 21069.953484955
"609" "1928" "68" 20563.5702527773
"610" "1928" "69" 20561.4722498271
"611" "1928" "70" 16478.4333931849
"612" "1928" "71" 16698.1469238067
"613" "1928" "72" 17224.218754584
"614" "1928" "73" 13505.2045314919
"615" "1928" "74" 13553.305762167
"616" "1928" "75" 11758.7265300047
"617" "1928" "76" 11109.2873620955
"618" "1928" "77" 9101.39235286474
"619" "1928" "78" 7125.21228480047
"620" "1928" "79" 7460.3696704331
"621" "1928" "80" 6062.47716428813
"622" "1928" "81" 5552.7912145909
"623" "1928" "82" 4119.98493729439
"624" "1928" "83" 3654.36340196742
"625" "1928" "84" 3052.25228613668
"626" "1928" "85" 2661.5506042283
"627" "1928" "86" 1979.73152898067
"628" "1928" "87" 1598.87628154706
"629" "1928" "88" 1342.19461034266
"630" "1928" "89" 913.2908597387
"631" "1928" "90" 766.454879756779
"632" "1928" "91" 578.272499533374
"633" "1928" "92" 375.294959137097
"634" "1928" "93" 272.37989955917
"635" "1928" "94" 223.116793711833
"636" "1928" "95" 142.803503341533
"637" "1928" "96" 110.313546000773
"638" "1928" "97" 79.9064765343489
"639" "1928" "98" 51.9454600387085
"640" "1928" "99" 39.629157949077
"641" "1929" "20" 98388.328456736
"642" "1929" "21" 84620.7879725832
"643" "1929" "22" 83863.2281634208
"644" "1929" "23" 88171.7757097317
"645" "1929" "24" 84837.6375670652
"646" "1929" "25" 85658.4858199064
"647" "1929" "26" 71270.5232602852
"648" "1929" "27" 74636.2573326221
"649" "1929" "28" 74197.5809713366
"650" "1929" "29" 69060.2168504082
"651" "1929" "30" 74248.6144901923
"652" "1929" "31" 76470.4036941835
"653" "1929" "32" 76494.4187979951
"654" "1929" "33" 72812.7915878792
"655" "1929" "34" 76990.5636432334
"656" "1929" "35" 69528.7254525921
"657" "1929" "36" 67610.8954736042
"658" "1929" "37" 77637.7383521925
"659" "1929" "38" 70490.1746956328
"660" "1929" "39" 70475.0060342304
"661" "1929" "40" 63125.5653403011
"662" "1929" "41" 72722.4059975499
"663" "1929" "42" 61482.4376003156
"664" "1929" "43" 64224.7860036205
"665" "1929" "44" 68283.837622124
"666" "1929" "45" 57889.1621504246
"667" "1929" "46" 57106.0051718448
"668" "1929" "47" 65107.5754926271
"669" "1929" "48" 63954.7797333059
"670" "1929" "49" 55195.4553068345
"671" "1929" "50" 53130.9314157796
"672" "1929" "51" 49532.7258524572
"673" "1929" "52" 47416.3543331317
"674" "1929" "53" 43796.5555515985
"675" "1929" "54" 48343.3337596293
"676" "1929" "55" 43923.3192164436
"677" "1929" "56" 41017.2290220324
"678" "1929" "57" 39604.7668511949
"679" "1929" "58" 34372.2721502436
"680" "1929" "59" 35909.5652243243
"681" "1929" "60" 35655.2523942782
"682" "1929" "61" 32628.9652546952
"683" "1929" "62" 32454.4983206691
"684" "1929" "63" 27679.4609019406
"685" "1929" "64" 27963.556104727
"686" "1929" "65" 27638.975269285
"687" "1929" "66" 25197.0177865065
"688" "1929" "67" 21886.8735919892
"689" "1929" "68" 21443.4007252793
"690" "1929" "69" 21156.5614756187
"691" "1929" "70" 18025.6540762048
"692" "1929" "71" 18019.3074314339
"693" "1929" "72" 17165.8451396753
"694" "1929" "73" 15488.8093351523
"695" "1929" "74" 13125.2183975157
"696" "1929" "75" 11056.5777049844
"697" "1929" "76" 10853.0118616908
"698" "1929" "77" 9395.89584117296
"699" "1929" "78" 8324.86756068984
"700" "1929" "79" 6857.95591078174
"701" "1929" "80" 5837.72887085661
"702" "1929" "81" 5504.72853200421
"703" "1929" "82" 4760.6361605346
"704" "1929" "83" 4036.30474315636
"705" "1929" "84" 3388.09243001396
"706" "1929" "85" 2447.46667487831
"707" "1929" "86" 2155.79059984666
"708" "1929" "87" 1674.82613812307
"709" "1929" "88" 1348.17839024719
"710" "1929" "89" 922.865909382552
"711" "1929" "90" 781.349030686646
"712" "1929" "91" 545.27526793665
"713" "1929" "92" 437.282635713287
"714" "1929" "93" 303.934852775216
"715" "1929" "94" 214.169329870451
"716" "1929" "95" 155.067860866152
"717" "1929" "96" 105.059414475875
"718" "1929" "97" 77.6457696140642
"719" "1929" "98" 51.5899481592709
"720" "1929" "99" 32.8959314072295
"721" "1930" "20" 102578.60961528
"722" "1930" "21" 92622.5670664762
"723" "1930" "22" 92193.7949692817
"724" "1930" "23" 79933.9061754336
"725" "1930" "24" 84267.6739135316
"726" "1930" "25" 81088.9126142123
"727" "1930" "26" 76622.2905162912
"728" "1930" "27" 80653.3135059766
"729" "1930" "28" 71109.1516008986
"730" "1930" "29" 73099.9726415697
"731" "1930" "30" 72300.9207891429
"732" "1930" "31" 78693.5114584261
"733" "1930" "32" 71705.7348057988
"734" "1930" "33" 69400.3250515684
"735" "1930" "34" 78500.0197608549
"736" "1930" "35" 64628.5773147798
"737" "1930" "36" 72600.0646656881
"738" "1930" "37" 69958.5463534037
"739" "1930" "38" 74341.5221333739
"740" "1930" "39" 73148.4079410722
"741" "1930" "40" 74498.6389032167
