"Year" "Age" "Male"
"215" "1923" "74" 865.62950388235
"216" "1923" "75" 734.631367773749
"217" "1923" "76" 685.723142374679
"218" "1923" "77" 629.058358380757
"219" "1923" "78" 643.612862336636
"220" "1923" "79" 724.999283561111
"221" "1923" "80" 648.364930989314
"222" "1923" "81" 504.460364629328
"223" "1923" "82" 534.918995332811
"224" "1923" "83" 528.018731214106
"225" "1923" "84" 397.472913555102
"226" "1923" "85" 447.815096117556
"227" "1923" "86" 412.341551603749
"228" "1923" "87" 299.558686518669
"229" "1923" "88" 245.039550155774
"230" "1923" "89" 195.6457039956
"231" "1923" "90" 172.941755563021
"232" "1923" "91" 126.853467212291
"233" "1923" "92" 114.850414479151
"234" "1923" "93" 89.2572054691613
"235" "1923" "94" 64.0811491322704
"236" "1923" "95" 53.5105429131538
"237" "1923" "96" 27.1064859513659
"238" "1923" "97" 16.7893854659516
"239" "1923" "98" 13.7648215058725
"240" "1923" "99" 11.2470439625904
"241" "1924" "20" 285.837621171214
"242" "1924" "21" 300.43965220768
"243" "1924" "22" 278.316579516977
"244" "1924" "23" 299.149805718334
"245" "1924" "24" 281.455343211629
"246" "1924" "25" 256.202586436272
"247" "1924" "26" 296.735643074848
"248" "1924" "27" 249.255960617214
"249" "1924" "28" 291.24587924704
"250" "1924" "29" 264.410245742835
"251" "1924" "30" 240.028049760964
"252" "1924" "31" 223.110152777098
"253" "1924" "32" 240.115209357441
"254" "1924" "33" 275.41277262778
"255" "1924" "34" 247.188485996425
"256" "1924" "35" 280.297721096175
"257" "1924" "36" 339.026167123392
"258" "1924" "37" 276.184160505701
"259" "1924" "38" 324.635594254779
"260" "1924" "39" 300.159173239302
"261" "1924" "40" 340.081446418678
"262" "1924" "41" 296.327044117777
"263" "1924" "42" 355.698704773095
"264" "1924" "43" 300.771427388303
"265" "1924" "44" 365.850163725391
"266" "1924" "45" 393.017993197218
"267" "1924" "46" 300.404671846982
"268" "1924" "47" 297.542839335278
"269" "1924" "48" 432.245365458075
"270" "1924" "49" 439.20815406628
"271" "1924" "50" 411.115629212
"272" "1924" "51" 342.442977370648
"273" "1924" "52" 414.433693574509
"274" "1924" "53" 480.962290727114
"275" "1924" "54" 474.527982651209
"276" "1924" "55" 437.856437303871
"277" "1924" "56" 417.525848508347
"278" "1924" "57" 445.45956920106
"279" "1924" "58" 493.102467763796
"280" "1924" "59" 540.977045035549
"281" "1924" "60" 643.003109231405
"282" "1924" "61" 470.483462096751
"283" "1924" "62" 612.707609562948
"284" "1924" "63" 683.240691696061
"285" "1924" "64" 643.568451095652
"286" "1924" "65" 862.241010979191
"287" "1924" "66" 655.081256949343
"288" "1924" "67" 715.688196151611
"289" "1924" "68" 697.488411237253
"290" "1924" "69" 753.002789984969
"291" "1924" "70" 724.45679839938
"292" "1924" "71" 669.417160397954
"293" "1924" "72" 737.34018885945
"294" "1924" "73" 772.451109464374
"295" "1924" "74" 780.001473584957
"296" "1924" "75" 807.808722900087
"297" "1924" "76" 855.44854296986
"298" "1924" "77" 562.307371040061
"299" "1924" "78" 763.266940658446
"300" "1924" "79" 648.35266137463
"301" "1924" "80" 644.999959828705
"302" "1924" "81" 425.373093314655
"303" "1924" "82" 608.735104502644
"304" "1924" "83" 502.98267257358
"305" "1924" "84" 518.898869596329
"306" "1924" "85" 424.928970135935
"307" "1924" "86" 379.978346244246
"308" "1924" "87" 290.122184557561
"309" "1924" "88" 266.54833879089
"310" "1924" "89" 190.354057832621
"311" "1924" "90" 199.838528971095
"312" "1924" "91" 116.077114093583
"313" "1924" "92" 112.25259792991
"314" "1924" "93" 75.9969230493531
"315" "1924" "94" 74.1337514612824
"316" "1924" "95" 68.8079157024622
"317" "1924" "96" 30.0534798556939
"318" "1924" "97" 29.4668180197477
"319" "1924" "98" 34.9424445526209
"320" "1924" "99" 9.68827753281221
"321" "1925" "20" 301.609247214906
"322" "1925" "21" 305.602755345264
"323" "1925" "22" 251.326440139767
"324" "1925" "23" 279.311421918869
"325" "1925" "24" 241.945130291162
"326" "1925" "25" 248.562333127717
"327" "1925" "26" 215.202325224364
"328" "1925" "27" 234.157519093389
"329" "1925" "28" 259.327976677893
"330" "1925" "29" 226.902939458611
"331" "1925" "30" 280.711681184545
"332" "1925" "31" 181.471692499239
"333" "1925" "32" 246.109616126446
"334" "1925" "33" 222.710785977356
"335" "1925" "34" 256.080295188352
"336" "1925" "35" 284.555686199293
"337" "1925" "36" 267.888687184174
"338" "1925" "37" 292.296719277743
"339" "1925" "38" 277.195147857256
"340" "1925" "39" 269.055005753087
"341" "1925" "40" 373.33696915973
"342" "1925" "41" 273.461397191556
"343" "1925" "42" 352.400996523816
"344" "1925" "43" 357.304788667243
"345" "1925" "44" 357.008869610261
"346" "1925" "45" 362.407770256512
"347" "1925" "46" 301.484658612777
"348" "1925" "47" 347.900182582671
"349" "1925" "48" 379.62582900282
"350" "1925" "49" 360.701173078362
"351" "1925" "50" 460.177634639014
"352" "1925" "51" 333.701299437089
"353" "1925" "52" 416.439895456657
"354" "1925" "53" 386.425224303827
"355" "1925" "54" 460.560088684782
"356" "1925" "55" 506.51963179335
"357" "1925" "56" 483.903695056308
"358" "1925" "57" 499.693447188661
"359" "1925" "58" 511.690579167986
"360" "1925" "59" 580.095698407851
"361" "1925" "60" 676.315439702058
"362" "1925" "61" 499.312055692636
"363" "1925" "62" 705.691450148169
"364" "1925" "63" 666.124895789661
"365" "1925" "64" 738.042573385127
"366" "1925" "65" 731.282742899284
"367" "1925" "66" 576.585784597462
"368" "1925" "67" 624.155324453954
"369" "1925" "68" 847.317559102969
"370" "1925" "69" 708.539309143648
"371" "1925" "70" 726.572968824301
"372" "1925" "71" 673.561453225836
"373" "1925" "72" 818.766511490941
"374" "1925" "73" 686.927598106023
"375" "1925" "74" 762.222939795256
"376" "1925" "75" 780.980697283521
"377" "1925" "76" 941.504565896094
"378" "1925" "77" 666.724530381616
"379" "1925" "78" 783.630937061273
"380" "1925" "79" 645.473100514524
"381" "1925" "80" 715.956329382816
"382" "1925" "81" 517.449094028957
"383" "1925" "82" 597.544588682801
"384" "1925" "83" 594.404992792569
"385" "1925" "84" 518.542375653982
"386" "1925" "85" 452.308460403699
"387" "1925" "86" 442.656594933942
"388" "1925" "87" 333.783472746145
"389" "1925" "88" 259.758941652859
"390" "1925" "89" 222.787655219436
"391" "1925" "90" 162.759173163679
"392" "1925" "91" 128.458291226858
"393" "1925" "92" 104.641515515931
"394" "1925" "93" 76.5437801068183
"395" "1925" "94" 56.6470514337532
"396" "1925" "95" 72.7295283770654
"397" "1925" "96" 47.4373034248129
"398" "1925" "97" 25.8436429272406
"399" "1925" "98" 27.4518996898085
"400" "1925" "99" 12.6480473551434
"401" "1926" "20" 268.152308782935
"402" "1926" "21" 298.193968806881
"403" "1926" "22" 268.666711178795
"404" "1926" "23" 265.605713558849
"405" "1926" "24" 251.29029222047
"406" "1926" "25" 266.112230479484
"407" "1926" "26" 247.64459675923
"408" "1926" "27" 260.849386551697
"409" "1926" "28" 300.330313972849
"410" "1926" "29" 240.808163419552
"411" "1926" "30" 308.879535672255
"412" "1926" "31" 245.810941272508
"413" "1926" "32" 255.733458501194
"414" "1926" "33" 275.104433387145
"415" "1926" "34" 236.531082428992
"416" "1926" "35" 268.885752684623
"417" "1926" "36" 308.157041374594
"418" "1926" "37" 344.707967813406
"419" "1926" "38" 348.708882871969
"420" "1926" "39" 302.031970694661
"421" "1926" "40" 382.433239636384
"422" "1926" "41" 277.213366100332
"423" "1926" "42" 403.056931484118
"424" "1926" "43" 319.146119528264
"425" "1926" "44" 350.425121577689
"426" "1926" "45" 403.748316412652
"427" "1926" "46" 392.480155794602
"428" "1926" "47" 355.256315839011
"429" "1926" "48" 454.910580422776
"430" "1926" "49" 398.077525239065
"431" "1926" "50" 507.82783550676
"432" "1926" "51" 377.331652846281
"433" "1926" "52" 436.911137672095
"434" "1926" "53" 456.577483844245
"435" "1926" "54" 437.380836648401
"436" "1926" "55" 481.46383699365
"437" "1926" "56" 537.659923226014
"438" "1926" "57" 452.595134866983
"439" "1926" "58" 593.268905772269
"440" "1926" "59" 544.636608908186
"441" "1926" "60" 631.661041122861
"442" "1926" "61" 537.67008458348
"443" "1926" "62" 750.757309837919
"444" "1926" "63" 762.369667777792
"445" "1926" "64" 707.625229638582
"446" "1926" "65" 801.941367213847
"447" "1926" "66" 818.959753805492
"448" "1926" "67" 681.987664405257
"449" "1926" "68" 736.121867293166
"450" "1926" "69" 871.090087890625
"451" "1926" "70" 862.962409613561
"452" "1926" "71" 751.535140359867
"453" "1926" "72" 845.841883319523
"454" "1926" "73" 874.562631936045
"455" "1926" "74" 848.734742349479
"456" "1926" "75" 948.325657502934
"457" "1926" "76" 957.780512344092
"458" "1926" "77" 826.413167196699
"459" "1926" "78" 802.761735126749
"460" "1926" "79" 765.890839426033
"461" "1926" "80" 724.882835418871
"462" "1926" "81" 520.062137789
"463" "1926" "82" 615.420769084711
"464" "1926" "83" 536.75964530292
"465" "1926" "84" 521.18992068097
"466" "1926" "85" 437.247704250645
"467" "1926" "86" 406.368231351022
"468" "1926" "87" 324.04780623517
"469" "1926" "88" 325.395112133585
"470" "1926" "89" 234.235173149407
"471" "1926" "90" 176.415414668387
"472" "1926" "91" 111.500485943072
"473" "1926" "92" 136.47371124411
"474" "1926" "93" 107.846540265996
"475" "1926" "94" 66.132288409723
"476" "1926" "95" 57.6927807192318
"477" "1926" "96" 39.2255483865738
"478" "1926" "97" 32.6514331534505
"479" "1926" "98" 22.4763084273785
"480" "1926" "99" 7.62744102925062
"481" "1927" "20" 292.158385972492
"482" "1927" "21" 296.336927938089
"483" "1927" "22" 244.438162550703
"484" "1927" "23" 262.335963261128
"485" "1927" "24" 274.422507139388
"486" "1927" "25" 263.252626568824
"487" "1927" "26" 285.28853519042
"488" "1927" "27" 235.812165265437
"489" "1927" "28" 289.014479765669
"490" "1927" "29" 239.363974741381
"491" "1927" "30" 284.27898962656
"492" "1927" "31" 211.691622319398
"493" "1927" "32" 286.438024967909
"494" "1927" "33" 232.757608507294
"495" "1927" "34" 316.361456311541
"496" "1927" "35" 307.728896109434
"497" "1927" "36" 286.985556231905
"498" "1927" "37" 332.805827826541
"499" "1927" "38" 338.445682827663
"500" "1927" "39" 320.721224350389
"501" "1927" "40" 323.595121568162
"502" "1927" "41" 301.655603431119
"503" "1927" "42" 396.966512427107
"504" "1927" "43" 405.196761161089
"505" "1927" "44" 365.714828622947
"506" "1927" "45" 456.536240401864
"507" "1927" "46" 386.635459253378
"508" "1927" "47" 422.526600994449
"509" "1927" "48" 418.209590089694
"510" "1927" "49" 446.801005384093
"511" "1927" "50" 437.402975449106
"512" "1927" "51" 441.451343805715
"513" "1927" "52" 454.759548550705
"514" "1927" "53" 460.864976989478
"515" "1927" "54" 489.753616231261
"516" "1927" "55" 449.976871251315
"517" "1927" "56" 573.848772336496
"518" "1927" "57" 578.017122176103
"519" "1927" "58" 506.56209830367
"520" "1927" "59" 644.600663034245
"521" "1927" "60" 718.58587410003
"522" "1927" "61" 559.449686503038
"523" "1927" "62" 723.008517011069
"524" "1927" "63" 762.711187171703
"525" "1927" "64" 666.436219611205
"526" "1927" "65" 869.217532017175
"527" "1927" "66" 669.551810920238
"528" "1927" "67" 799.183085455606
"529" "1927" "68" 718.547204450518
"530" "1927" "69" 775.049636587501
"531" "1927" "70" 945.174011897855
"532" "1927" "71" 733.643340975046
"533" "1927" "72" 840.056216078252
"534" "1927" "73" 968.311213879148
"535" "1927" "74" 792.947710564453
"536" "1927" "75" 808.331859644875
"537" "1927" "76" 890.610116605088
"538" "1927" "77" 836.250813978119
"539" "1927" "78" 860.47434645351
"540" "1927" "79" 684.167593664955
"541" "1927" "80" 724.506152198417
"542" "1927" "81" 509.747053561639
"543" "1927" "82" 688.533737420663
"544" "1927" "83" 579.053021860123
"545" "1927" "84" 498.713713446632
"546" "1927" "85" 449.448870699387
"547" "1927" "86" 393.018589675892
"548" "1927" "87" 339.011888183514
"549" "1927" "88" 270.687838456966
"550" "1927" "89" 258.16767622903
"551" "1927" "90" 222.108442966361
"552" "1927" "91" 132.208505520737
"553" "1927" "92" 115.301651860448
"554" "1927" "93" 70.3864145478699
"555" "1927" "94" 68.8944382584188
"556" "1927" "95" 46.5168677581474
"557" "1927" "96" 27.5158478099387
"558" "1927" "97" 32.7481458224356
"559" "1927" "98" 29.557551173307
"560" "1927" "99" 6.91450388301164
"561" "1928" "20" 353.355332806287
"562" "1928" "21" 268.977100873738
"563" "1928" "22" 262.935344928317
"564" "1928" "23" 310.710047344118
"565" "1928" "24" 261.391259546671
"566" "1928" "25" 265.008912244998
"567" "1928" "26" 300.796475058235
"568" "1928" "27" 290.598953446979
"569" "1928" "28" 335.111522078887
"570" "1928" "29" 280.57338787904
"571" "1928" "30" 285.931444344576
"572" "1928" "31" 209.927785021998
"573" "1928" "32" 283.621114161611
"574" "1928" "33" 291.215869174339
"575" "1928" "34" 277.787040384673
"576" "1928" "35" 384.975389681524
"577" "1928" "36" 323.553503586911
"578" "1928" "37" 347.933255856065
"579" "1928" "38" 373.625570325553
"580" "1928" "39" 384.654542111605
"581" "1928" "40" 463.152034658939
"582" "1928" "41" 352.276158071868
"583" "1928" "42" 402.890897418465
"584" "1928" "43" 406.615296987444
"585" "1928" "44" 421.723282440938
"586" "1928" "45" 406.754294771887
"587" "1928" "46" 457.160672927275
"588" "1928" "47" 436.500499263592
"589" "1928" "48" 493.087670241576
"590" "1928" "49" 468.795051212935
"591" "1928" "50" 585.089892580686
"592" "1928" "51" 417.360590345413
"593" "1928" "52" 526.591798981698
"594" "1928" "53" 578.178452493018
"595" "1928" "54" 566.009785693511
"596" "1928" "55" 570.003549841046
"597" "1928" "56" 638.417265085969
"598" "1928" "57" 580.70962654911
"599" "1928" "58" 614.566499868967
"600" "1928" "59" 562.896067777416
"601" "1928" "60" 753.846836074069
"602" "1928" "61" 677.276162978634
"603" "1928" "62" 717.84271492702
"604" "1928" "63" 748.093867915124
"605" "1928" "64" 768.449425907806
"606" "1928" "65" 902.334168227203
"607" "1928" "66" 720.217912639072
"608" "1928" "67" 763.412337756576
"609" "1928" "68" 906.447612282075
"610" "1928" "69" 882.53642932591
"611" "1928" "70" 848.071427328419
"612" "1928" "71" 813.703929677792
"613" "1928" "72" 1062.45642967895
"614" "1928" "73" 891.966515012085
"615" "1928" "74" 1023.60704649808
"616" "1928" "75" 995.236682623951
"617" "1928" "76" 1017.03762221639
"618" "1928" "77" 880.086187399412
"619" "1928" "78" 837.092483079527
"620" "1928" "79" 825.354158450943
"621" "1928" "80" 776.828819261165
"622" "1928" "81" 632.443719772762
"623" "1928" "82" 562.608894892037
"624" "1928" "83" 522.395595879853
"625" "1928" "84" 571.520301179308
"626" "1928" "85" 539.51137881754
"627" "1928" "86" 419.445027450845
"628" "1928" "87" 347.497140238434
"629" "1928" "88" 306.560349147767
"630" "1928" "89" 229.42665070165
"631" "1928" "90" 224.494835588336
"632" "1928" "91" 165.744271923509
"633" "1928" "92" 95.4972147862427
"634" "1928" "93" 83.2137526184321
"635" "1928" "94" 82.0047404095996
"636" "1928" "95" 39.8530026199762
"637" "1928" "96" 42.9593781366013
"638" "1928" "97" 43.6420287963934
"639" "1928" "98" 15.2302951638121
"640" "1928" "99" 11.9364933581557
"641" "1929" "20" 369.735126984073
"642" "1929" "21" 307.434581567999
"643" "1929" "22" 308.168973312387
"644" "1929" "23" 316.568107390404
"645" "1929" "24" 315.406152088568
"646" "1929" "25" 289.454329663515
"647" "1929" "26" 219.92259420217
"648" "1929" "27" 249.657778559066
"649" "1929" "28" 289.42587752617
"650" "1929" "29" 276.188382309722
"651" "1929" "30" 280.689528677054
"652" "1929" "31" 275.879822547222
"653" "1929" "32" 327.609700617194
"654" "1929" "33" 323.228284668271
"655" "1929" "34" 306.487549515534
"656" "1929" "35" 345.978471105779
"657" "1929" "36" 328.992909654137
"658" "1929" "37" 364.979698310606
"659" "1929" "38" 330.582726261998
"660" "1929" "39" 385.571417022776
"661" "1929" "40" 369.262682996877
"662" "1929" "41" 353.874148872122
"663" "1929" "42" 363.444402385596
"664" "1929" "43" 408.148613269813
"665" "1929" "44" 427.02430072776
"666" "1929" "45" 426.052329182765
"667" "1929" "46" 413.052124603093
"668" "1929" "47" 505.914903950877
"669" "1929" "48" 521.682537400536
"670" "1929" "49" 528.352866897499
"671" "1929" "50" 548.701612347271
"672" "1929" "51" 437.003430317529
"673" "1929" "52" 588.363016140647
"674" "1929" "53" 546.090341842035
"675" "1929" "54" 611.605952496687
"676" "1929" "55" 603.123467554338
"677" "1929" "56" 677.957149931975
"678" "1929" "57" 630.390375812072
"679" "1929" "58" 612.888439851813
"680" "1929" "59" 690.106096764375
"681" "1929" "60" 723.695857198164
"682" "1929" "61" 682.158441554476
"683" "1929" "62" 884.079620049801
"684" "1929" "63" 832.955867519975
"685" "1929" "64" 854.888462452218
"686" "1929" "65" 933.289487645589
"687" "1929" "66" 760.844799211063
"688" "1929" "67" 750.612473534793
"689" "1929" "68" 964.962682264391
"690" "1929" "69" 959.019369926304
"691" "1929" "70" 931.948052363703
"692" "1929" "71" 823.438532797247
"693" "1929" "72" 1038.95979629075
"694" "1929" "73" 1085.91384330848
"695" "1929" "74" 921.574144718237
"696" "1929" "75" 914.900164021552
"697" "1929" "76" 993.98761498956
"698" "1929" "77" 830.081425524084
"699" "1929" "78" 971.872599722073
"700" "1929" "79" 813.545639888383
"701" "1929" "80" 675.8602237585
"702" "1929" "81" 602.296344734682
"703" "1929" "82" 680.864486902021
"704" "1929" "83" 591.444785768958
"705" "1929" "84" 619.605974354781
"706" "1929" "85" 451.25677969805
"707" "1929" "86" 484.361583340261
"708" "1929" "87" 377.298071214929
"709" "1929" "88" 324.312624447048
"710" "1929" "89" 250.612425640784
"711" "1929" "90" 222.998967878334
"712" "1929" "91" 143.087979070982
"713" "1929" "92" 133.690982438624
"714" "1929" "93" 94.9670129001141
"715" "1929" "94" 71.9049163225107
"716" "1929" "95" 56.7269231495447
"717" "1929" "96" 33.6944882860407
"718" "1929" "97" 25.247235750407
"719" "1929" "98" 28.1855240853969
"720" "1929" "99" 11.301207468845
"721" "1930" "20" 336.289879126847
"722" "1930" "21" 292.150265048817
"723" "1930" "22" 323.184075763542
"724" "1930" "23" 271.80764532499
"725" "1930" "24" 261.417864981806
"726" "1930" "25" 272.969697474875
"727" "1930" "26" 246.991758703254
"728" "1930" "27" 255.824752265494
"729" "1930" "28" 256.280976395682
"730" "1930" "29" 279.89557492733
"731" "1930" "30" 335.980899894051
"732" "1930" "31" 247.519745507743
"733" "1930" "32" 284.703036432061
"734" "1930" "33" 256.907758360961
"735" "1930" "34" 312.635845908662
"736" "1930" "35" 287.291162856203
"737" "1930" "36" 322.512932170462
"738" "1930" "37" 305.309696169198
"739" "1930" "38" 364.875243324041
"740" "1930" "39" 343.370468197903
"741" "1930" "40" 412.323306271434
"742" "1930" "41" 332.261511818273
"743" "1930" "42" 393.098449610174
"744" "1930" "43" 434.779422683269
"745" "1930" "44" 448.222735016421
"746" "1930" "45" 546.554403369408
"747" "1930" "46" 408.517925249133
"748" "1930" "47" 409.155326159159
"749" "1930" "48" 439.468257049285
"750" "1930" "49" 511.45191750722
"751" "1930" "50" 654.465472202329
"752" "1930" "51" 486.533054779004
"753" "1930" "52" 603.179051819164
"754" "1930" "53" 486.516838164534
"755" "1930" "54" 539.852604457643
"756" "1930" "55" 548.656941746129
"757" "1930" "56" 638.930839229375
"758" "1930" "57" 640.1129417561
"759" "1930" "58" 569.797935021808
"760" "1930" "59" 664.371873188857
"761" "1930" "60" 811.528768925555
"762" "1930" "61" 609.87986106053
"763" "1930" "62" 870.264096908737
"764" "1930" "63" 896.798099178169
"765" "1930" "64" 715.262474313471
"766" "1930" "65" 921.187392664142
"767" "1930" "66" 783.398098187102
"768" "1930" "67" 889.715505603701
"769" "1930" "68" 849.994526287029
"770" "1930" "69" 1025.03427819116
"771" "1930" "70" 981.664621362742
"772" "1930" "71" 799.742933593691
